image_name,tags
test_7851,clear agriculture primary road
test_7852,partly_cloudy primary
test_7853,primary haze
test_7854,clear primary
test_7855,clear primary
test_7856,clear primary
test_7857,agriculture partly_cloudy primary
test_7858,clear agriculture habitation primary road
test_7859,water clear primary road
test_7860,clear agriculture primary
test_7861,cloudy
test_7862,clear primary
test_7863,clear agriculture primary road
test_7864,clear primary
test_7865,water clear primary
test_7866,clear agriculture primary road
test_7867,clear agriculture primary road
test_7868,clear primary
test_7869,partly_cloudy primary
test_7870,clear agriculture primary
test_7871,clear primary
test_7872,cloudy water primary
test_7873,clear primary
test_7874,clear primary
test_7875,clear primary
test_7876,clear habitation primary road
test_7877,clear primary
test_7878,clear primary
test_7879,clear primary
test_7880,clear primary
test_7881,clear cultivation agriculture primary
test_7882,clear agriculture primary road
test_7883,agriculture partly_cloudy primary
test_7884,clear primary
test_7885,clear primary
test_7886,clear primary
test_7887,clear cultivation agriculture primary
test_7888,cloudy
test_7889,clear primary
test_7890,clear primary
test_7891,partly_cloudy primary
test_7892,clear primary
test_7893,clear primary
test_7894,clear agriculture primary
test_7895,clear agriculture primary road
test_7896,clear agriculture primary road
test_7897,clear primary
test_7898,clear primary
test_7899,primary haze
test_7900,clear primary
test_7901,clear primary
test_7902,clear agriculture primary road
test_7903,agriculture primary
test_7904,agriculture primary road
test_7905,clear primary
test_7906,clear agriculture primary road
test_7907,primary haze
test_7908,partly_cloudy primary
test_7909,primary haze
test_7910,clear primary
test_7911,clear agriculture primary
test_7912,cloudy
test_7913,clear primary
test_7914,clear cultivation agriculture primary
test_7915,clear primary
test_7916,clear primary
test_7917,clear agriculture primary
test_7918,agriculture primary haze
test_7919,clear primary
test_7920,water clear primary
test_7921,partly_cloudy primary
test_7922,clear primary
test_7923,clear primary
test_7924,cloudy
test_7925,clear agriculture primary
test_7926,agriculture partly_cloudy primary
test_7927,clear agriculture primary
test_7928,clear primary
test_7929,clear primary
test_7930,clear primary
test_7931,clear primary
test_7932,clear agriculture primary
test_7933,clear primary
test_7934,clear agriculture primary
test_7935,agriculture partly_cloudy primary road
test_7936,clear agriculture habitation primary road
test_7937,clear primary
test_7938,primary
test_7939,clear cultivation agriculture primary
test_7940,clear primary
test_7941,clear primary
test_7942,clear primary
test_7943,clear primary
test_7944,clear primary
test_7945,clear agriculture primary road
test_7946,agriculture partly_cloudy primary road
test_7947,clear primary
test_7948,clear primary
test_7949,clear agriculture primary road
test_7950,clear primary
test_7951,clear agriculture habitation primary road
test_7952,clear primary
test_7953,clear agriculture habitation primary road
test_7954,partly_cloudy primary
test_7955,clear agriculture primary
test_7956,partly_cloudy primary
test_7957,clear primary
test_7958,clear agriculture habitation primary road
test_7959,partly_cloudy primary
test_7960,agriculture primary
test_7961,clear agriculture primary
test_7962,partly_cloudy primary
test_7963,primary
test_7964,clear primary
test_7965,agriculture primary haze
test_7966,clear primary
test_7967,clear primary
test_7968,clear agriculture primary
test_7969,clear primary
test_7970,agriculture partly_cloudy primary
test_7971,partly_cloudy primary
test_7972,clear agriculture primary
test_7973,clear primary
test_7974,primary haze
test_7975,primary haze
test_7976,clear primary
test_7977,clear agriculture primary
test_7978,agriculture partly_cloudy primary
test_7979,clear agriculture primary road
test_7980,clear primary
test_7981,clear primary
test_7982,agriculture partly_cloudy primary road
test_7983,clear primary
test_7984,clear agriculture habitation primary road
test_7985,agriculture partly_cloudy primary
test_7986,clear agriculture primary road
test_7987,clear primary
test_7988,clear agriculture primary
test_7989,clear primary
test_7990,clear primary
test_7991,clear agriculture primary
test_7992,clear agriculture primary
test_7993,clear primary
test_7994,clear primary
test_7995,agriculture primary
test_7996,clear primary
test_7997,clear primary
test_7998,water clear primary
test_7999,clear agriculture primary
test_8000,clear primary
test_8001,primary haze
test_8002,primary
test_8003,clear primary
test_8004,partly_cloudy primary
test_8005,clear primary
test_8006,clear agriculture primary
test_8007,clear agriculture primary
test_8008,cloudy
test_8009,clear primary
test_8010,partly_cloudy primary
test_8011,clear agriculture primary road
test_8012,clear primary
test_8013,agriculture partly_cloudy primary road
test_8014,water clear primary
test_8015,partly_cloudy primary
test_8016,clear agriculture primary road
test_8017,clear agriculture primary road
test_8018,clear primary
test_8019,cloudy
test_8020,clear agriculture primary road
test_8021,clear agriculture primary
test_8022,agriculture primary
test_8023,primary
test_8024,water clear primary
test_8025,clear primary
test_8026,clear primary
test_8027,clear primary
test_8028,clear agriculture primary
test_8029,clear agriculture primary road
test_8030,clear primary
test_8031,cloudy primary
test_8032,clear agriculture primary
test_8033,clear agriculture primary
test_8034,clear primary
test_8035,clear agriculture primary road
test_8036,primary
test_8037,clear primary
test_8038,clear agriculture primary road
test_8039,water clear primary
test_8040,primary haze
test_8041,partly_cloudy primary
test_8042,cloudy
test_8043,water clear primary
test_8044,clear primary
test_8045,water primary
test_8046,partly_cloudy primary
test_8047,agriculture partly_cloudy primary
test_8048,primary
test_8049,clear agriculture primary road
test_8050,clear agriculture primary
test_8051,clear primary
test_8052,clear primary
test_8053,agriculture partly_cloudy primary road
test_8054,clear agriculture habitation primary
test_8055,clear agriculture primary
test_8056,water clear primary
test_8057,cloudy
test_8058,clear primary
test_8059,clear primary
test_8060,primary
test_8061,cloudy
test_8062,clear agriculture habitation primary road
test_8063,clear primary
test_8064,clear primary
test_8065,clear agriculture primary
test_8066,clear primary
test_8067,clear primary
test_8068,clear primary
test_8069,clear primary
test_8070,clear primary
test_8071,clear primary
test_8072,clear primary
test_8073,clear agriculture primary road
test_8074,clear primary
test_8075,clear habitation primary road
test_8076,primary
test_8077,cloudy
test_8078,clear agriculture primary
test_8079,clear primary
test_8080,water clear primary
test_8081,clear agriculture habitation primary road
test_8082,clear agriculture primary
test_8083,clear agriculture primary
test_8084,clear agriculture primary road
test_8085,clear primary
test_8086,clear primary
test_8087,clear agriculture habitation primary road
test_8088,clear agriculture habitation primary road
test_8089,clear primary
test_8090,clear primary
test_8091,clear agriculture primary
test_8092,clear agriculture primary
test_8093,clear primary
test_8094,clear agriculture primary road
test_8095,agriculture primary road haze
test_8096,clear primary
test_8097,clear primary
test_8098,water clear primary
test_8099,clear agriculture habitation primary road
test_8100,agriculture partly_cloudy primary road
test_8101,clear primary
test_8102,cloudy
test_8103,water clear primary
test_8104,clear primary
test_8105,clear primary
test_8106,clear primary
test_8107,primary haze
test_8108,clear primary
test_8109,clear primary
test_8110,clear primary
test_8111,clear agriculture primary
test_8112,water clear agriculture primary
test_8113,clear primary
test_8114,clear agriculture primary
test_8115,clear primary
test_8116,clear primary
test_8117,partly_cloudy primary
test_8118,partly_cloudy primary
test_8119,clear primary
test_8120,clear agriculture primary road
test_8121,clear agriculture primary
test_8122,partly_cloudy primary
test_8123,clear agriculture primary road
test_8124,clear agriculture habitation primary road
test_8125,clear primary
test_8126,clear cultivation primary
test_8127,clear agriculture primary road
test_8128,clear agriculture primary
test_8129,clear primary
test_8130,clear primary
test_8131,clear primary
test_8132,partly_cloudy primary
test_8133,clear primary
test_8134,clear agriculture primary road
test_8135,clear primary
test_8136,clear primary
test_8137,clear agriculture primary
test_8138,partly_cloudy primary
test_8139,clear primary
test_8140,clear primary
test_8141,clear agriculture primary road
test_8142,clear cultivation agriculture primary
test_8143,partly_cloudy primary
test_8144,partly_cloudy primary
test_8145,clear primary
test_8146,clear primary
test_8147,partly_cloudy primary
test_8148,primary
test_8149,agriculture partly_cloudy primary
test_8150,clear primary
test_8151,clear primary
test_8152,clear agriculture primary
test_8153,clear agriculture primary road
test_8154,cloudy
test_8155,clear primary
test_8156,partly_cloudy primary
test_8157,partly_cloudy primary
test_8158,clear primary
test_8159,clear primary
test_8160,clear primary
test_8161,clear agriculture primary
test_8162,water clear primary
test_8163,clear agriculture primary road
test_8164,clear primary
test_8165,clear primary
test_8166,clear primary
test_8167,partly_cloudy primary
test_8168,clear primary
test_8169,clear primary
test_8170,clear primary
test_8171,clear primary
test_8172,agriculture partly_cloudy primary
test_8173,primary
test_8174,clear primary
test_8175,clear agriculture primary road
test_8176,water clear primary
test_8177,partly_cloudy primary
test_8178,clear primary
test_8179,clear agriculture primary
test_8180,cloudy
test_8181,clear primary
test_8182,clear primary
test_8183,clear agriculture habitation primary road
test_8184,clear primary
test_8185,clear agriculture primary
test_8186,clear primary
test_8187,clear primary
test_8188,clear agriculture habitation primary road
test_8189,cloudy
test_8190,clear primary
test_8191,water clear primary
test_8192,clear primary
test_8193,clear agriculture primary road
test_8194,clear primary
test_8195,clear primary
test_8196,clear agriculture primary road
test_8197,clear primary
test_8198,clear primary
test_8199,clear primary
test_8200,clear primary
test_8201,clear primary
test_8202,clear primary
test_8203,partly_cloudy primary
test_8204,clear primary
test_8205,clear primary
test_8206,partly_cloudy primary
test_8207,clear agriculture primary road
test_8208,clear primary
test_8209,partly_cloudy primary
test_8210,clear primary
test_8211,clear primary
test_8212,clear primary
test_8213,clear agriculture primary road
test_8214,clear primary
test_8215,partly_cloudy primary
test_8216,clear primary
test_8217,clear agriculture primary
test_8218,clear primary
test_8219,partly_cloudy primary
test_8220,clear primary
test_8221,clear agriculture primary road
test_8222,partly_cloudy primary
test_8223,clear primary road
test_8224,clear primary
test_8225,water primary haze
test_8226,clear primary
test_8227,clear primary
test_8228,clear agriculture primary
test_8229,clear primary
test_8230,water clear primary
test_8231,water clear primary
test_8232,clear primary
test_8233,clear primary
test_8234,clear primary
test_8235,primary
test_8236,cloudy
test_8237,clear primary
test_8238,partly_cloudy primary
test_8239,clear agriculture primary road
test_8240,clear primary
test_8241,clear primary
test_8242,clear agriculture primary
test_8243,clear agriculture primary road
test_8244,agriculture partly_cloudy primary
test_8245,partly_cloudy primary
test_8246,clear primary
test_8247,clear primary
test_8248,water clear primary
test_8249,clear primary
test_8250,partly_cloudy primary
test_8251,clear cultivation agriculture primary
test_8252,partly_cloudy primary
test_8253,clear agriculture primary
test_8254,clear primary
test_8255,clear primary
test_8256,cloudy
test_8257,clear agriculture habitation primary road
test_8258,clear primary
test_8259,clear primary
test_8260,cloudy
test_8261,clear primary
test_8262,primary haze
test_8263,water clear primary
test_8264,agriculture partly_cloudy primary
test_8265,agriculture partly_cloudy primary
test_8266,clear primary
test_8267,clear primary
test_8268,clear agriculture primary road
test_8269,clear primary
test_8270,clear primary
test_8271,agriculture partly_cloudy primary
test_8272,cloudy
test_8273,clear primary
test_8274,clear primary
test_8275,clear agriculture primary
test_8276,clear primary
test_8277,partly_cloudy primary
test_8278,water clear primary
test_8279,clear primary
test_8280,clear primary
test_8281,clear agriculture habitation primary road
test_8282,cloudy
test_8283,clear agriculture primary road
test_8284,partly_cloudy primary
test_8285,clear agriculture primary
test_8286,primary
test_8287,clear agriculture habitation primary road
test_8288,clear agriculture primary road
test_8289,water clear agriculture primary
test_8290,clear primary
test_8291,clear primary
test_8292,water clear primary
test_8293,clear cultivation primary
test_8294,clear agriculture primary road
test_8295,clear primary
test_8296,clear primary
test_8297,partly_cloudy primary
test_8298,water clear primary
test_8299,clear agriculture primary road
test_8300,clear primary
test_8301,partly_cloudy primary
test_8302,partly_cloudy primary
test_8303,partly_cloudy primary
test_8304,primary haze
test_8305,clear primary
test_8306,clear primary
test_8307,clear primary
test_8308,clear primary
test_8309,water clear primary
test_8310,clear agriculture primary road
test_8311,primary haze
test_8312,partly_cloudy primary
test_8313,clear agriculture primary road
test_8314,clear primary
test_8315,cloudy primary
test_8316,clear cultivation agriculture primary
test_8317,primary haze
test_8318,partly_cloudy primary
test_8319,clear primary
test_8320,clear primary
test_8321,clear primary road
test_8322,clear primary
test_8323,clear primary
test_8324,clear primary
test_8325,clear agriculture primary
test_8326,clear primary
test_8327,water clear agriculture primary
test_8328,clear primary
test_8329,primary haze
test_8330,clear cultivation agriculture primary
test_8331,clear agriculture primary road
test_8332,clear primary
test_8333,partly_cloudy primary
test_8334,clear primary
test_8335,clear primary
test_8336,clear primary
test_8337,clear primary
test_8338,partly_cloudy primary
test_8339,water clear primary
test_8340,clear primary
test_8341,agriculture partly_cloudy primary
test_8342,clear primary
test_8343,water clear primary
test_8344,clear agriculture primary
test_8345,clear primary
test_8346,water clear agriculture primary road
test_8347,clear primary
test_8348,partly_cloudy primary
test_8349,clear primary
test_8350,partly_cloudy primary
test_8351,clear primary
test_8352,clear primary
test_8353,clear agriculture habitation primary road
test_8354,clear primary
test_8355,clear primary
test_8356,clear primary
test_8357,clear primary
test_8358,clear agriculture primary
test_8359,clear primary
test_8360,clear primary
test_8361,clear agriculture primary
test_8362,clear primary
test_8363,water clear agriculture primary
test_8364,clear primary
test_8365,clear primary
test_8366,water clear agriculture primary
test_8367,clear primary
test_8368,clear agriculture primary road
test_8369,clear agriculture habitation primary road
test_8370,clear primary
test_8371,clear primary
test_8372,clear primary
test_8373,clear primary
test_8374,clear primary
test_8375,clear primary
test_8376,clear primary
test_8377,clear habitation primary road
test_8378,clear primary
test_8379,partly_cloudy primary
test_8380,clear agriculture habitation primary road
test_8381,clear primary
test_8382,agriculture primary road
test_8383,partly_cloudy primary
test_8384,primary
test_8385,clear primary
test_8386,cloudy
test_8387,clear primary
test_8388,cloudy
test_8389,agriculture partly_cloudy primary road
test_8390,primary
test_8391,clear agriculture primary road
test_8392,clear cultivation primary
test_8393,clear agriculture primary
test_8394,primary haze
test_8395,clear agriculture primary
test_8396,clear agriculture primary
test_8397,clear agriculture primary
test_8398,partly_cloudy primary
test_8399,clear agriculture habitation primary road
test_8400,clear agriculture primary
test_8401,partly_cloudy primary
test_8402,clear primary
test_8403,clear primary
test_8404,clear agriculture primary
test_8405,clear primary
test_8406,clear primary
test_8407,clear primary
test_8408,clear primary
test_8409,clear agriculture primary
test_8410,clear primary
test_8411,clear primary
test_8412,clear primary
test_8413,agriculture primary road
test_8414,partly_cloudy primary
test_8415,clear primary
test_8416,clear primary
test_8417,clear primary
test_8418,clear agriculture primary road
test_8419,clear agriculture primary road
test_8420,clear primary
test_8421,clear primary
test_8422,clear agriculture primary road
test_8423,clear primary
test_8424,partly_cloudy primary
test_8425,cloudy
test_8426,clear primary
test_8427,clear primary
test_8428,clear agriculture primary road
test_8429,clear primary
test_8430,clear primary
test_8431,partly_cloudy primary
test_8432,partly_cloudy primary
test_8433,partly_cloudy primary
test_8434,partly_cloudy primary
test_8435,clear agriculture primary road
test_8436,partly_cloudy primary
test_8437,clear primary
test_8438,clear cultivation agriculture primary
test_8439,clear agriculture primary
test_8440,water primary
test_8441,clear primary
test_8442,partly_cloudy primary
test_8443,clear agriculture primary
test_8444,partly_cloudy primary
test_8445,clear agriculture primary
test_8446,clear primary
test_8447,clear agriculture primary
test_8448,clear primary
test_8449,partly_cloudy primary
test_8450,clear agriculture primary road
test_8451,primary haze
test_8452,agriculture primary haze
test_8453,partly_cloudy primary
test_8454,agriculture primary
test_8455,clear agriculture primary road
test_8456,agriculture partly_cloudy primary
test_8457,partly_cloudy primary
test_8458,clear primary
test_8459,clear primary
test_8460,agriculture partly_cloudy primary
test_8461,clear primary
test_8462,clear agriculture habitation primary road
test_8463,cloudy primary
test_8464,clear primary
test_8465,clear primary
test_8466,clear agriculture habitation primary
test_8467,clear primary
test_8468,clear primary
test_8469,clear primary
test_8470,agriculture primary road
test_8471,partly_cloudy primary
test_8472,clear primary
test_8473,clear primary
test_8474,cloudy primary
test_8475,clear agriculture habitation primary road
test_8476,water clear primary
test_8477,clear primary
test_8478,clear primary
test_8479,clear primary
test_8480,clear primary
test_8481,water clear primary
test_8482,clear primary
test_8483,clear agriculture primary road
test_8484,clear agriculture primary road
test_8485,cloudy primary
test_8486,clear agriculture habitation primary road
test_8487,agriculture primary road
test_8488,clear primary
test_8489,partly_cloudy primary
test_8490,clear agriculture primary
test_8491,clear agriculture primary
test_8492,clear primary
test_8493,clear primary
test_8494,clear agriculture habitation primary road
test_8495,clear cultivation primary
test_8496,clear agriculture primary
test_8497,agriculture partly_cloudy primary road
test_8498,clear agriculture primary
test_8499,clear primary road
test_8500,partly_cloudy primary
test_8501,clear primary
test_8502,clear agriculture primary
test_8503,clear primary
test_8504,clear primary
test_8505,clear primary
test_8506,clear primary
test_8507,clear primary
test_8508,clear primary
test_8509,clear primary
test_8510,partly_cloudy primary
test_8511,primary haze
test_8512,agriculture partly_cloudy primary road
test_8513,primary
test_8514,clear primary
test_8515,cloudy primary
test_8516,clear primary
test_8517,clear primary
test_8518,cloudy
test_8519,cloudy
test_8520,clear agriculture primary
test_8521,clear habitation primary road
test_8522,clear agriculture primary
test_8523,cloudy primary
test_8524,clear primary
test_8525,primary haze
test_8526,clear agriculture primary
test_8527,clear agriculture primary
test_8528,partly_cloudy primary
test_8529,agriculture partly_cloudy primary
test_8530,clear primary
test_8531,clear agriculture primary road
test_8532,clear primary
test_8533,clear agriculture primary road
test_8534,cloudy
test_8535,clear primary
test_8536,clear primary
test_8537,clear primary
test_8538,cloudy
test_8539,clear primary
test_8540,partly_cloudy primary
test_8541,clear primary
test_8542,clear primary
test_8543,clear agriculture habitation primary road
test_8544,primary
test_8545,partly_cloudy primary
test_8546,partly_cloudy primary
test_8547,primary
test_8548,clear primary
test_8549,clear primary
test_8550,clear primary
test_8551,clear agriculture primary road
test_8552,clear agriculture primary road
test_8553,clear primary
test_8554,clear agriculture primary road
test_8555,partly_cloudy primary
test_8556,primary
test_8557,clear primary
test_8558,clear primary
test_8559,clear primary
test_8560,cloudy
test_8561,clear agriculture habitation primary road
test_8562,partly_cloudy primary
test_8563,water clear primary
test_8564,cloudy
test_8565,clear agriculture primary
test_8566,primary
test_8567,clear primary
test_8568,clear primary
test_8569,clear primary
test_8570,clear primary
test_8571,clear primary
test_8572,agriculture partly_cloudy primary road
test_8573,partly_cloudy primary
test_8574,water clear primary
test_8575,clear primary
test_8576,clear primary
test_8577,clear agriculture habitation primary road
test_8578,clear primary
test_8579,clear primary
test_8580,partly_cloudy primary
test_8581,cloudy
test_8582,cloudy
test_8583,clear primary
test_8584,clear primary
test_8585,water clear agriculture primary
test_8586,clear primary
test_8587,clear primary
test_8588,clear primary
test_8589,clear cultivation agriculture primary
test_8590,water clear primary
test_8591,primary haze
test_8592,clear primary
test_8593,clear primary
test_8594,clear primary
test_8595,clear agriculture habitation primary road
test_8596,clear primary
test_8597,clear primary
test_8598,clear primary
test_8599,water primary
test_8600,clear primary
test_8601,partly_cloudy primary
test_8602,clear primary
test_8603,agriculture partly_cloudy primary
test_8604,clear primary
test_8605,clear primary
test_8606,clear primary
test_8607,clear agriculture habitation primary road
test_8608,clear primary
test_8609,agriculture primary haze
test_8610,partly_cloudy primary
test_8611,partly_cloudy primary
test_8612,partly_cloudy primary
test_8613,agriculture partly_cloudy primary road
test_8614,partly_cloudy primary
test_8615,water clear primary
test_8616,clear primary
test_8617,clear primary
test_8618,clear primary
test_8619,primary haze
test_8620,clear agriculture primary
test_8621,clear agriculture primary road
test_8622,partly_cloudy primary
test_8623,clear agriculture habitation primary road
test_8624,clear primary
test_8625,partly_cloudy primary
test_8626,clear agriculture primary road
test_8627,clear primary
test_8628,partly_cloudy primary
test_8629,clear primary
test_8630,clear primary
test_8631,partly_cloudy primary
test_8632,clear primary
test_8633,clear agriculture primary
test_8634,clear primary
test_8635,clear agriculture primary
test_8636,clear agriculture primary road
test_8637,clear primary
test_8638,clear primary
test_8639,partly_cloudy primary
test_8640,clear agriculture primary
test_8641,cloudy
test_8642,clear primary
test_8643,clear primary
test_8644,cloudy
test_8645,clear primary
test_8646,clear primary
test_8647,clear primary
test_8648,partly_cloudy primary
test_8649,clear primary
test_8650,clear primary
test_8651,clear primary
test_8652,agriculture primary
test_8653,clear primary
test_8654,clear agriculture primary
test_8655,clear primary
test_8656,clear agriculture primary road
test_8657,clear agriculture primary
test_8658,clear cultivation agriculture primary
test_8659,water clear primary
test_8660,clear agriculture habitation primary road
test_8661,primary haze
test_8662,agriculture partly_cloudy primary road
test_8663,partly_cloudy primary
test_8664,clear agriculture primary road
test_8665,clear primary
test_8666,clear agriculture primary road
test_8667,clear primary
test_8668,clear primary
test_8669,clear agriculture primary road
test_8670,clear primary
test_8671,clear primary
test_8672,cloudy primary
test_8673,clear primary
test_8674,water clear primary
test_8675,partly_cloudy primary
test_8676,clear agriculture primary
test_8677,clear primary
test_8678,clear agriculture primary
test_8679,partly_cloudy primary
test_8680,partly_cloudy primary
test_8681,clear agriculture primary
test_8682,clear agriculture primary
test_8683,clear primary
test_8684,clear agriculture primary road
test_8685,cloudy
test_8686,clear agriculture primary road
test_8687,clear agriculture habitation primary road
test_8688,clear agriculture primary
test_8689,clear agriculture primary
test_8690,clear agriculture primary road
test_8691,cloudy
test_8692,clear primary
test_8693,partly_cloudy primary
test_8694,water clear primary road
test_8695,agriculture primary
test_8696,cloudy
test_8697,primary
test_8698,agriculture partly_cloudy primary road
test_8699,clear primary
test_8700,clear primary
test_8701,agriculture partly_cloudy primary
test_8702,clear primary
test_8703,clear agriculture primary
test_8704,clear primary
test_8705,cloudy
test_8706,cloudy
test_8707,clear primary
test_8708,clear primary
test_8709,water partly_cloudy primary
test_8710,clear primary
test_8711,partly_cloudy primary
test_8712,cloudy
test_8713,clear agriculture primary road
test_8714,clear primary
test_8715,clear primary
test_8716,cloudy
test_8717,clear primary
test_8718,clear primary
test_8719,clear primary
test_8720,clear agriculture habitation primary road
test_8721,clear primary
test_8722,partly_cloudy primary
test_8723,clear primary
test_8724,partly_cloudy primary
test_8725,clear primary
test_8726,clear primary
test_8727,clear primary
test_8728,clear primary
test_8729,agriculture partly_cloudy primary road
test_8730,clear primary
test_8731,clear primary
test_8732,clear agriculture primary
test_8733,clear primary
test_8734,clear agriculture primary
test_8735,clear primary
test_8736,partly_cloudy primary
test_8737,clear agriculture primary
test_8738,primary
test_8739,agriculture partly_cloudy primary
test_8740,clear primary
test_8741,clear agriculture primary road
test_8742,primary haze
test_8743,clear agriculture primary road
test_8744,clear agriculture primary
test_8745,clear primary
test_8746,cloudy
test_8747,partly_cloudy primary
test_8748,clear primary
test_8749,partly_cloudy primary
test_8750,clear primary
test_8751,clear habitation primary road
test_8752,partly_cloudy primary
test_8753,cloudy
test_8754,partly_cloudy primary
test_8755,clear primary
test_8756,agriculture primary
test_8757,primary haze
test_8758,clear primary
test_8759,clear primary
test_8760,clear primary
test_8761,primary haze
test_8762,clear agriculture habitation primary road
test_8763,clear primary
test_8764,partly_cloudy primary
test_8765,clear primary
test_8766,water clear primary
test_8767,clear primary
test_8768,water
test_8769,water clear primary
test_8770,clear primary
test_8771,clear agriculture primary
test_8772,agriculture partly_cloudy primary
test_8773,clear agriculture primary road
test_8774,clear primary
test_8775,clear primary
test_8776,clear primary
test_8777,clear primary
test_8778,clear cultivation primary
test_8779,clear primary
test_8780,partly_cloudy primary
test_8781,clear agriculture primary
test_8782,clear primary
test_8783,primary haze
test_8784,clear agriculture habitation primary road
test_8785,clear agriculture primary road
test_8786,clear primary
test_8787,water clear primary
test_8788,clear primary
test_8789,clear primary
test_8790,cloudy
test_8791,clear primary
test_8792,agriculture partly_cloudy primary
test_8793,primary
test_8794,clear primary
test_8795,cloudy
test_8796,clear primary
test_8797,primary
test_8798,clear primary
test_8799,clear primary
test_8800,clear primary
test_8801,clear primary
test_8802,partly_cloudy primary
test_8803,clear primary
test_8804,cloudy
test_8805,clear primary
test_8806,partly_cloudy primary
test_8807,clear primary
test_8808,clear primary
test_8809,clear primary
test_8810,clear primary
test_8811,clear primary
test_8812,clear agriculture primary road
test_8813,water clear primary
test_8814,water clear primary
test_8815,primary haze
test_8816,clear primary
test_8817,clear primary
test_8818,cloudy primary
test_8819,clear agriculture primary
test_8820,cloudy
test_8821,clear agriculture primary
test_8822,clear primary
test_8823,clear primary
test_8824,clear primary
test_8825,clear agriculture habitation primary road
test_8826,clear agriculture primary
test_8827,partly_cloudy primary
test_8828,clear primary
test_8829,cloudy
test_8830,clear primary
test_8831,clear agriculture primary road
test_8832,clear agriculture primary
test_8833,clear primary
test_8834,cloudy
test_8835,partly_cloudy primary
test_8836,agriculture partly_cloudy primary
test_8837,clear primary
test_8838,clear primary
test_8839,clear primary
test_8840,clear agriculture primary road
test_8841,clear primary
test_8842,clear agriculture primary
test_8843,clear primary
test_8844,agriculture primary road
test_8845,water primary haze
test_8846,partly_cloudy primary
test_8847,clear agriculture habitation primary road
test_8848,clear agriculture primary road
test_8849,clear primary
test_8850,clear primary
test_8851,partly_cloudy primary
test_8852,partly_cloudy primary
test_8853,clear agriculture primary
test_8854,clear agriculture primary
test_8855,partly_cloudy primary
test_8856,partly_cloudy primary
test_8857,clear agriculture habitation primary road
test_8858,clear agriculture primary
test_8859,partly_cloudy primary
test_8860,partly_cloudy primary
test_8861,clear primary road
test_8862,clear primary
test_8863,clear agriculture primary
test_8864,clear primary
test_8865,clear primary
test_8866,clear agriculture primary road
test_8867,clear agriculture primary
test_8868,clear primary
test_8869,clear primary
test_8870,clear agriculture habitation primary road
test_8871,agriculture primary haze
test_8872,clear agriculture primary
test_8873,clear primary
test_8874,clear cultivation primary
test_8875,partly_cloudy primary
test_8876,clear primary
test_8877,clear primary
test_8878,clear agriculture primary
test_8879,clear primary
test_8880,clear primary
test_8881,primary
test_8882,partly_cloudy primary
test_8883,agriculture partly_cloudy primary road
test_8884,primary haze
test_8885,clear agriculture habitation primary road
test_8886,clear primary
test_8887,clear primary
test_8888,clear primary
test_8889,clear primary
test_8890,primary haze
test_8891,agriculture partly_cloudy primary
test_8892,clear primary
test_8893,clear agriculture primary
test_8894,water clear agriculture primary
test_8895,clear primary
test_8896,clear primary
test_8897,cloudy
test_8898,clear primary
test_8899,partly_cloudy primary
test_8900,clear cultivation agriculture primary
test_8901,clear agriculture primary road
test_8902,agriculture partly_cloudy primary road
test_8903,clear agriculture primary road
test_8904,primary
test_8905,clear agriculture primary
test_8906,clear agriculture primary
test_8907,water clear primary
test_8908,clear agriculture primary road
test_8909,cloudy
test_8910,water clear primary
test_8911,clear cultivation agriculture primary
test_8912,clear cultivation agriculture primary
test_8913,clear primary
test_8914,partly_cloudy primary
test_8915,partly_cloudy primary
test_8916,clear agriculture primary
test_8917,clear primary
test_8918,clear primary
test_8919,clear primary
test_8920,primary
test_8921,clear agriculture habitation primary road
test_8922,clear primary
test_8923,clear primary
test_8924,clear agriculture primary road
test_8925,primary
test_8926,agriculture partly_cloudy habitation primary road
test_8927,clear primary
test_8928,clear primary
test_8929,agriculture primary haze
test_8930,clear primary
test_8931,cloudy
test_8932,clear primary
test_8933,partly_cloudy primary
test_8934,clear primary
test_8935,clear primary
test_8936,clear agriculture primary road
test_8937,agriculture partly_cloudy primary
test_8938,clear primary
test_8939,clear agriculture primary
test_8940,clear primary
test_8941,clear primary
test_8942,cloudy
test_8943,clear primary
test_8944,clear primary
test_8945,clear primary
test_8946,cloudy
test_8947,water clear primary
test_8948,clear primary
test_8949,clear primary
test_8950,clear primary
test_8951,clear primary
test_8952,clear primary
test_8953,agriculture partly_cloudy primary
test_8954,clear agriculture primary road
test_8955,clear primary
test_8956,clear agriculture primary road
test_8957,clear agriculture primary
test_8958,water primary
test_8959,partly_cloudy primary
test_8960,clear primary
test_8961,clear primary
test_8962,clear primary
test_8963,clear primary
test_8964,clear agriculture primary
test_8965,clear habitation primary road
test_8966,clear primary
test_8967,clear primary
test_8968,clear agriculture primary road
test_8969,clear primary
test_8970,clear primary
test_8971,agriculture partly_cloudy primary
test_8972,clear primary
test_8973,clear agriculture primary
test_8974,clear agriculture habitation primary road
test_8975,primary haze
test_8976,cloudy primary
test_8977,partly_cloudy primary
test_8978,clear cultivation agriculture primary
test_8979,clear primary
test_8980,clear primary
test_8981,primary
test_8982,clear agriculture primary
test_8983,clear cultivation agriculture primary
test_8984,cloudy
test_8985,clear primary
test_8986,clear agriculture primary
test_8987,primary haze
test_8988,clear primary
test_8989,primary haze
test_8990,clear agriculture primary
